3.600000000000000000e+01 0.000000000000000000e+00 nan 3.000000000000000000e+01 1.800000000000000000e+01 1.800000000000000000e+01 3.600000000000000000e+01 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 2.400000000000000000e+01 nan 3.600000000000000000e+01 2.400000000000000000e+01 1.200000000000000000e+01 3.600000000000000000e+01 3.600000000000000000e+01 3.600000000000000000e+01 1.800000000000000000e+01 3.000000000000000000e+01 -6.000000000000000000e+00 1.800000000000000000e+01 -6.000000000000000000e+00 -6.000000000000000000e+00 -6.000000000000000000e+00 -6.000000000000000000e+00 nan 3.000000000000000000e+01 nan nan nan nan nan nan nan nan nan nan nan nan nan nan -1.800000000000000000e+01 nan -6.000000000000000000e+00 0.000000000000000000e+00 -6.000000000000000000e+00 -1.200000000000000000e+01 nan
nan 0.000000000000000000e+00 3.600000000000000000e+01 nan -6.000000000000000000e+00 nan 3.000000000000000000e+01 3.000000000000000000e+01 nan nan nan nan nan nan nan nan nan nan nan nan nan nan 2.400000000000000000e+01 3.600000000000000000e+01 3.600000000000000000e+01 3.000000000000000000e+01 4.800000000000000000e+01 3.600000000000000000e+01 1.800000000000000000e+01 3.600000000000000000e+01 1.200000000000000000e+01 2.400000000000000000e+01 3.000000000000000000e+01 3.600000000000000000e+01 6.000000000000000000e+00 0.000000000000000000e+00 -6.000000000000000000e+00 -1.800000000000000000e+01 nan 3.600000000000000000e+01 nan nan 3.000000000000000000e+01 nan nan nan nan nan nan 3.000000000000000000e+01 3.000000000000000000e+01 nan 2.400000000000000000e+01 2.400000000000000000e+01 3.000000000000000000e+01 3.000000000000000000e+01 -1.800000000000000000e+01 -1.800000000000000000e+01 1.200000000000000000e+01 -6.000000000000000000e+00 -6.000000000000000000e+00
-6.000000000000000000e+00 -6.000000000000000000e+00 1.800000000000000000e+01 2.400000000000000000e+01 1.800000000000000000e+01 3.000000000000000000e+01 3.600000000000000000e+01 nan nan nan nan nan nan nan nan nan nan nan nan nan 3.600000000000000000e+01 3.600000000000000000e+01 3.600000000000000000e+01 1.200000000000000000e+01 3.000000000000000000e+01 4.200000000000000000e+01 3.600000000000000000e+01 2.400000000000000000e+01 3.600000000000000000e+01 2.400000000000000000e+01 3.000000000000000000e+01 2.400000000000000000e+01 2.400000000000000000e+01 3.000000000000000000e+01 3.000000000000000000e+01 3.000000000000000000e+01 -6.000000000000000000e+00 -1.800000000000000000e+01 0.000000000000000000e+00 1.800000000000000000e+01 1.800000000000000000e+01 2.400000000000000000e+01 3.000000000000000000e+01 -6.000000000000000000e+00 1.800000000000000000e+01 nan nan 2.400000000000000000e+01 3.000000000000000000e+01 2.400000000000000000e+01 nan 2.400000000000000000e+01 1.800000000000000000e+01 2.400000000000000000e+01 3.600000000000000000e+01 1.800000000000000000e+01 2.400000000000000000e+01 -1.200000000000000000e+01 1.200000000000000000e+01 1.800000000000000000e+01 -1.200000000000000000e+01
-1.200000000000000000e+01 -6.000000000000000000e+00 -1.200000000000000000e+01 -1.200000000000000000e+01 3.000000000000000000e+01 -6.000000000000000000e+00 1.200000000000000000e+01 nan nan nan nan nan nan nan nan nan nan nan nan 2.400000000000000000e+01 3.000000000000000000e+01 3.000000000000000000e+01 1.800000000000000000e+01 -1.800000000000000000e+01 5.400000000000000000e+01 4.800000000000000000e+01 3.600000000000000000e+01 2.400000000000000000e+01 3.600000000000000000e+01 2.400000000000000000e+01 3.000000000000000000e+01 3.000000000000000000e+01 3.000000000000000000e+01 1.800000000000000000e+01 3.000000000000000000e+01 -1.200000000000000000e+01 -1.200000000000000000e+01 0.000000000000000000e+00 -6.000000000000000000e+00 -6.000000000000000000e+00 2.400000000000000000e+01 2.400000000000000000e+01 -6.000000000000000000e+00 6.000000000000000000e+00 1.800000000000000000e+01 nan nan 0.000000000000000000e+00 0.000000000000000000e+00 2.400000000000000000e+01 0.000000000000000000e+00 3.000000000000000000e+01 1.200000000000000000e+01 1.200000000000000000e+01 1.200000000000000000e+01 -1.200000000000000000e+01 -6.000000000000000000e+00 -1.800000000000000000e+01 -1.800000000000000000e+01 -6.000000000000000000e+00 -1.800000000000000000e+01
-1.200000000000000000e+01 2.400000000000000000e+01 2.400000000000000000e+01 1.800000000000000000e+01 3.600000000000000000e+01 3.600000000000000000e+01 1.800000000000000000e+01 nan nan nan nan nan nan nan nan nan nan nan nan nan nan 2.400000000000000000e+01 3.600000000000000000e+01 2.400000000000000000e+01 3.600000000000000000e+01 3.600000000000000000e+01 4.200000000000000000e+01 2.400000000000000000e+01 1.800000000000000000e+01 3.000000000000000000e+01 3.000000000000000000e+01 2.400000000000000000e+01 2.400000000000000000e+01 2.400000000000000000e+01 3.000000000000000000e+01 3.000000000000000000e+01 3.000000000000000000e+01 3.000000000000000000e+01 1.800000000000000000e+01 -6.000000000000000000e+00 -6.000000000000000000e+00 -6.000000000000000000e+00 1.200000000000000000e+01 2.400000000000000000e+01 -6.000000000000000000e+00 1.200000000000000000e+01 nan nan nan 0.000000000000000000e+00 nan 1.800000000000000000e+01 nan nan -6.000000000000000000e+00 -1.200000000000000000e+01 1.800000000000000000e+01 nan 1.200000000000000000e+01 nan -6.000000000000000000e+00
-6.000000000000000000e+00 -6.000000000000000000e+00 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 1.800000000000000000e+01 3.000000000000000000e+01 5.400000000000000000e+01 1.800000000000000000e+01 -6.000000000000000000e+00 3.600000000000000000e+01 2.400000000000000000e+01 4.200000000000000000e+01 2.400000000000000000e+01 1.200000000000000000e+01 1.800000000000000000e+01 2.400000000000000000e+01 3.000000000000000000e+01 2.400000000000000000e+01 3.000000000000000000e+01 2.400000000000000000e+01 -6.000000000000000000e+00 -6.000000000000000000e+00 -6.000000000000000000e+00 -6.000000000000000000e+00 -6.000000000000000000e+00 nan 3.000000000000000000e+01 nan nan nan nan nan nan nan nan nan nan nan nan 1.200000000000000000e+01 nan -6.000000000000000000e+00 nan nan
nan 2.400000000000000000e+01 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 2.400000000000000000e+01 nan 3.000000000000000000e+01 3.600000000000000000e+01 2.400000000000000000e+01 2.400000000000000000e+01 3.600000000000000000e+01 3.600000000000000000e+01 3.000000000000000000e+01 1.800000000000000000e+01 1.800000000000000000e+01 2.400000000000000000e+01 2.400000000000000000e+01 3.000000000000000000e+01 -6.000000000000000000e+00 1.800000000000000000e+01 -6.000000000000000000e+00 6.000000000000000000e+00 nan nan nan 1.200000000000000000e+01 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
nan 2.400000000000000000e+01 nan 3.000000000000000000e+01 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 1.800000000000000000e+01 3.000000000000000000e+01 2.400000000000000000e+01 2.400000000000000000e+01 nan nan 1.800000000000000000e+01 2.400000000000000000e+01 3.000000000000000000e+01 1.800000000000000000e+01 2.400000000000000000e+01 4.200000000000000000e+01 2.400000000000000000e+01 1.800000000000000000e+01 1.800000000000000000e+01 -6.000000000000000000e+00 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
nan nan 2.400000000000000000e+01 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 2.400000000000000000e+01 nan 3.000000000000000000e+01 nan 3.600000000000000000e+01 3.600000000000000000e+01 3.600000000000000000e+01 3.600000000000000000e+01 3.000000000000000000e+01 1.800000000000000000e+01 2.400000000000000000e+01 1.800000000000000000e+01 1.800000000000000000e+01 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 3.000000000000000000e+01
nan nan 3.000000000000000000e+01 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000000000000000000e+00 2.400000000000000000e+01 3.000000000000000000e+01 3.600000000000000000e+01 2.400000000000000000e+01 3.000000000000000000e+01 3.000000000000000000e+01 2.400000000000000000e+01 1.800000000000000000e+01 nan nan nan 3.000000000000000000e+01 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
