0.42858	0.25752	0.86603
0.72431	0.2494	0.64279
0.84383	0.19481	0.5
-0.85165	-0.39713	0.34202
0.93955	0.0164	0.34202
0.93269	0.11452	0.34202
-0.93115	-0.32062	0.17365
0.98106	-0.085832	0.17365
0.98466	0.017187	0.17365
-0.97437	-0.22495	6.1232e-17
0.98163	-0.19081	6.1232e-17
0.99619	-0.087156	6.1232e-17
0.99985	0.017452	6.1232e-17
-0.97747	-0.12002	-0.17365
0.94178	-0.28793	-0.17365
0.96671	-0.18791	-0.17365
0.98106	-0.085832	-0.17365
-0.93955	-0.0164	-0.34202
0.89863	-0.27474	-0.34202
0.79718	-0.33838	-0.5
