0.01	-nan
0.02	-nan
0.03	-nan
0.04	-nan
0.05	-nan
0.06	-1
0.07	-nan
0.08	-nan
0.09	-nan
0.1	-nan
0.11	-nan
0.12	-1
0.13	-nan
0.14	-nan
0.15	-nan
0.16	-1
0.17	-1
0.18	-nan
0.19	-nan
0.2	inf
0.21	-nan
0.22	-1
0.23	-nan
0.24	-nan
0.25	-nan
0.26	-nan
0.27	-1
0.28	-1
0.29	-nan
0.3	-nan
0.31	-nan
0.32	-nan
0.33	-1
0.34	-nan
0.35	-nan
0.36	-1
0.37	-nan
0.38	-nan
0.39	-nan
0.4	59
0.41	-nan
0.42	-nan
0.43	-nan
0.44	-nan
0.45	-nan
0.46	-nan
0.47	-1
0.48	-nan
0.49	-nan
0.5	-nan
0.51	-nan
0.52	-1
0.53	-nan
0.54	-1
0.55	-1
0.56	-1
0.57	-nan
0.58	-nan
0.59	-1
0.6	-1
0.61	-nan
0.62	-nan
0.63	-nan
0.64	-1
0.65	-1
0.66	-nan
0.67	-1
0.68	-1
0.69	-1
0.7	-1
0.71	-1
0.72	-nan
0.73	-nan
0.74	-nan
0.75	-nan
0.76	-nan
0.77	-nan
0.78	-nan
0.79	-1
0.8	-1
0.81	-nan
0.82	-1
0.83	-nan
0.84	-nan
0.85	-nan
0.86	-nan
0.87	-1
0.88	-1
0.89	-1
0.9	-nan
0.91	-1
0.92	-nan
0.93	-nan
0.94	-nan
0.95	-nan
0.96	-1
0.97	-nan
0.98	-nan
0.99	-nan
1	-nan
1.01	-1
1.02	-nan
1.03	-1
1.04	-1
1.05	-1
1.06	-nan
1.07	-nan
1.08	-nan
1.09	-nan
1.1	-1
1.11	-nan
1.12	-1
1.13	-1
1.14	-1
1.15	-nan
1.16	-nan
1.17	-1
1.18	-nan
1.19	-1
1.2	-nan
1.21	-1
1.22	-nan
1.23	-1
1.24	-nan
1.25	-nan
1.26	-nan
1.27	-nan
1.28	-1
1.29	-nan
1.3	-1
1.31	-nan
1.32	-1
1.33	-1
1.34	-1
1.35	-nan
1.36	-nan
1.37	-nan
1.38	-1
1.39	-nan
1.4	-nan
1.41	-nan
1.42	-1
1.43	-nan
1.44	-nan
1.45	-nan
1.46	-nan
1.47	-1
1.48	-1
1.49	-1
1.5	-1
1.51	-1
1.52	-1
1.53	-nan
1.54	-1
1.55	-nan
1.56	-1
1.57	-nan
1.58	-nan
1.59	-1
1.6	-1
1.61	-nan
1.62	-1
1.63	-1
1.64	-nan
1.65	-nan
1.66	-nan
1.67	-nan
1.68	-1
1.69	-1
1.7	-1
1.71	-nan
1.72	-nan
1.73	-nan
1.74	-nan
1.75	-nan
1.76	-1
1.77	-nan
1.78	-nan
1.79	-nan
1.8	-nan
1.81	-1
1.82	-nan
1.83	-nan
1.84	-nan
1.85	-nan
1.86	-1
1.87	-1
1.88	-1
1.89	-nan
