0.01	-1
0.02	-1
0.03	-1
0.04	-1
0.05	0.010151
0.06	-0.59315
0.07	0.75631
0.08	3.5179
0.09	-0.03419
0.1	9.2205
0.11	1.2146
0.12	-1
0.13	-0.54548
0.14	-0.57968
0.15	-0.77231
0.16	0.28009
0.17	-0.71046
0.18	9.6381
0.19	2.1567
0.2	12.59
0.21	5.1841
0.22	-0.51538
0.23	-0.17067
0.24	0.22739
0.25	0.76877
0.26	1.7842
0.27	4.307
0.28	1.4395
0.29	0.22147
0.3	-0.51277
0.31	1.3754
0.32	0.2877
0.33	0.05215
0.34	0.91405
0.35	2.788
0.36	7.4676
0.37	3.4326
0.38	-0.029594
0.39	0.99708
0.4	2.5571
0.41	3.8637
0.42	0.4436
0.43	-0.56783
0.44	1.8691
0.45	0.84473
0.46	2.3953
0.47	1.0985
0.48	-0.42027
0.49	-0.36547
0.5	0.42663
0.51	0.042268
0.52	0.43233
0.53	4.3167
0.54	5.2433
0.55	1.323
0.56	2.1832
0.57	0.67193
0.58	-0.39651
0.59	0.66596
0.6	1.5226
0.61	1.1391
0.62	1.5968
0.63	1.0623
0.64	0.56088
0.65	0.21163
0.66	0.26928
0.67	0.51065
0.68	0.29714
0.69	-0.33475
0.7	0.91533
0.71	3.7128
0.72	2.1408
0.73	2.8798
0.74	-0.41701
0.75	0.53545
0.76	1.2304
0.77	0.145
0.78	0.3092
0.79	0.94791
0.8	0.31811
0.81	1.4054
0.82	-0.44751
0.83	0.16256
0.84	-0.024343
0.85	0.17184
0.86	0.4444
0.87	1.177
0.88	1.4703
0.89	1.1701
0.9	0.86303
0.91	0.24035
0.92	0.76138
0.93	0.96205
0.94	-0.18877
0.95	0.50343
0.96	0.83248
0.97	-0.50014
0.98	0.67369
0.99	-0.068689
1	0.095505
1.01	-0.19551
1.02	-0.30337
1.03	0.40653
1.04	-0.22796
1.05	0.52093
1.06	1.8009
1.07	0.95716
1.08	0.076529
1.09	-0.16553
1.1	-0.42507
1.11	0.22565
1.12	0.8263
1.13	0.028836
1.14	-0.33655
1.15	-0.087244
1.16	0.39485
1.17	-0.0958
1.18	-0.16181
1.19	-0.31633
1.2	-0.43955
1.21	-0.22676
1.22	0.44766
1.23	0.52517
1.24	0.23297
1.25	0.11871
1.26	0.42076
1.27	-0.31569
1.28	-0.29941
1.29	-0.78032
1.3	0.15348
1.31	0.45515
1.32	0.03921
1.33	-0.32897
1.34	-0.43936
1.35	-0.65991
1.36	-0.097829
1.37	0.08556
1.38	-0.51061
1.39	-0.021268
1.4	-0.17796
1.41	0.29494
1.42	-0.49671
1.43	-0.10507
1.44	-0.17035
1.45	-0.21366
1.46	-0.5623
1.47	0.044766
1.48	-0.204
1.49	-0.31113
1.5	-0.11509
1.51	-0.20673
1.52	-0.30898
1.53	-0.55427
1.54	-0.55348
1.55	-0.71622
1.56	-0.52999
1.57	0.83297
1.58	-0.091966
1.59	-0.46647
1.6	-0.64566
1.61	-0.57318
1.62	-0.5396
1.63	-0.26006
1.64	-0.1964
1.65	-0.36888
1.66	-0.4266
1.67	-0.066937
1.68	-0.5088
1.69	-0.49689
1.7	-0.2754
1.71	-0.62805
1.72	-0.64061
1.73	-0.25947
1.74	-0.51937
1.75	-0.2994
1.76	-0.64717
1.77	-0.30172
1.78	-0.15202
1.79	-0.79139
1.8	-0.5264
1.81	-0.64187
1.82	-0.54062
1.83	-0.27609
1.84	-0.055357
1.85	-0.72202
1.86	-0.78634
1.87	-0.45904
1.88	-0.45258
1.89	-0.44522
