-87.635610743302	-88.7396984810305	-90.0690934815378	-91.4538935743448	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-91.0645838816984	-89.666767720689	-88.383903933348	-87.3596203328161	-86.6416327563955	-86.2335286852673	-86.1290906853449	-86.3256656814359	-86.8265090507493	-87.635610743302
-88.3614059343294	-89.7411004362367	-91.1907391322231	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-90.8012421990994	-89.3869559625032	-88.020915587639	-86.8800312288372	-86.1610550284076	-85.9635772331402	-86.3079556663173	-87.1499701212485	-88.3614059343294
-88.4785339470735	-91.5971541427124	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-90.5138287966306	-87.8274234570693	-86.2624932858543	-85.4757847055421	-85.2798222797118	-85.6288336818572	-86.6173458052941	-88.4785339470735
-85.4528025065233	-88.3525531280639	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-91.0864146973857	-87.1453823808158	-84.7059641936178	-83.2666157930382	-82.5416622828144	-82.3799509972799	-82.7420959819435	-83.7010441204763	-85.4528025065233
-79.9554043702151	-82.5553773153065	-86.1959905800336	-91.2460112117466	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-89.2078851678764	-84.7763029206982	-81.5727074137288	-79.241406816853	-77.6133350046014	-76.676054635106	-76.4474964486922	-76.9297215892217	-78.1048328577099	-79.9554043702151
-77.5437787082723	-80.6632357919289	-84.1979578234796	-88.2222929490086	-91.837320756139	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-90.5162384967181	-86.7982904137225	-83.0041009628553	-79.5971442457171	-76.603948839943	-74.3396260634956	-73.0140947470086	-72.685675383615	-73.3605997331964	-75.0174221861341	-77.5437787082723
-76.4070594402228	-80.1628738667832	-84.1299998804363	-88.0347479198742	-90.4291750768134	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-91.5774817028859	-89.7267983897032	-86.773836274149	-82.8771099519826	-78.8958766048724	-75.3126382956824	-72.6817746829928	-71.1741225915245	-70.7979218622924	-71.5487411167028	-73.4338431709989	-76.4070594402228
-76.4014394334127	-80.0652033426876	-84.0772724857361	-88.0833282397708	-90.6593229342294	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-91.865104019373	-89.8483079066998	-86.7355294322539	-82.7827243115492	-78.8401828879074	-75.3865211544871	-72.8697197229022	-71.4235760195897	-71.0574833844176	-71.7687703919908	-73.5613756913551	-76.4014394334127
-77.6403902764908	-80.7916424051392	-84.5909127122599	-88.8899211846258	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-91.2995225383249	-87.2704694030618	-83.2492576089539	-79.7096291482684	-76.8170549166275	-74.747713237193	-73.5597618213727	-73.2544097893489	-73.8301035486984	-75.2936515698254	-77.6403902764908
-80.9856415425542	-83.9545275348858	-88.0168758555322	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-91.2103090705539	-86.4166442074949	-82.8240452927618	-80.2190378884905	-78.4844487127576	-77.5301970454125	-77.2903132895583	-77.7496274054356	-78.9523884743019	-80.9856415425542
