nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan -8.244196075439452898e+01 -8.316528076171874773e+01 -9.187918609619140398e+01 nan -9.057555908203124773e+01 nan nan nan nan nan nan nan nan nan -9.042361206054687273e+01 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan -8.869619506835937273e+01 -8.636245483398437273e+01 -8.800993103027343523e+01 nan nan -9.193102783203124773e+01 nan nan nan nan nan nan nan nan
nan -8.781983703613281023e+01 -9.179935211181640398e+01 nan nan nan nan nan -9.177207702636718523e+01 -8.815351623535156023e+01 -8.891094726562499773e+01 nan nan -8.894493621826171648e+01 nan nan -8.025582641601562273e+01 -7.772263092041015398e+01 -8.667313140869140398e+01 nan nan nan nan -9.031554168701171648e+01 nan nan nan nan nan nan -8.500405639648437273e+01 -8.531013244628906023e+01 -8.942530578613281023e+01 nan -9.011453002929687273e+01 -9.014000457763671648e+01 nan nan nan nan nan nan nan nan nan nan nan -9.046640533447265398e+01 -8.488642639160156023e+01 -8.272585052490234148e+01 -8.672861236572265398e+01 -8.783740753173827898e+01 -8.892016357421874773e+01 -9.016584533691406023e+01 -9.102720397949218523e+01 nan -8.845220703124999773e+01 nan nan nan nan
-8.987392181396484148e+01 -8.794277709960937273e+01 -9.128828948974609148e+01 nan -8.875134796142577898e+01 -9.002742523193359148e+01 -9.068713897705077898e+01 -9.120108551025390398e+01 nan -8.927583068847656023e+01 nan nan -9.044291442871093523e+01 nan nan nan -8.044766754150390398e+01 -8.066930908203124773e+01 -8.567548889160156023e+01 -9.176395935058593523e+01 nan -9.008308929443359148e+01 -9.160834259033202898e+01 nan -8.840112823486327898e+01 nan nan nan nan nan nan -8.788960784912109148e+01 -9.119643157958984148e+01 nan nan nan nan nan nan nan nan nan nan nan nan nan nan -8.402571624755859148e+01 -8.822681945800781023e+01 -8.783576721191406023e+01 nan nan nan -9.019160217285156023e+01 nan nan nan nan nan nan -9.087917846679687273e+01
nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan -9.160191101074218523e+01 -8.999149841308593523e+01 nan nan nan nan nan nan nan nan nan nan nan nan nan -9.097033447265624773e+01 -8.863107818603515398e+01 nan -9.186288208007812273e+01 nan nan nan -9.071802276611327898e+01 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan -9.171697753906249773e+01 nan nan -9.167062896728515398e+01 -9.162871307373046648e+01 -9.161594146728515398e+01 -9.147907775878906023e+01
