0.01	-nan
0.02	-nan
0.03	-nan
0.04	-nan
0.05	-nan
0.06	-nan
0.07	-nan
0.08	-nan
0.09	-nan
0.1	-nan
0.11	-nan
0.12	-nan
0.13	-nan
0.14	-nan
0.15	-nan
0.16	-nan
0.17	-nan
0.18	-nan
0.19	-nan
0.2	inf
0.21	inf
0.22	-nan
0.23	-nan
0.24	-nan
0.25	-nan
0.26	-nan
0.27	-nan
0.28	-nan
0.29	-nan
0.3	-1
0.31	-nan
0.32	-nan
0.33	-nan
0.34	-nan
0.35	-nan
0.36	-nan
0.37	-nan
0.38	-1
0.39	-nan
0.4	20.602
0.41	inf
0.42	-nan
0.43	-nan
0.44	-nan
0.45	-1
0.46	-nan
0.47	-1
0.48	-1
0.49	-1
0.5	-1
0.51	-nan
0.52	-nan
0.53	-1
0.54	-1
0.55	-1
0.56	-nan
0.57	-1
0.58	-1
0.59	-1
0.6	-1
0.61	41.806
0.62	-1
0.63	-nan
0.64	-1
0.65	-1
0.66	-nan
0.67	-1
0.68	-1
0.69	-1
0.7	-nan
0.71	-nan
0.72	-1
0.73	-1
0.74	-1
0.75	-1
0.76	-1
0.77	-1
0.78	-1
0.79	-1
0.8	-1
0.81	-nan
0.82	-1
0.83	-1
0.84	-1
0.85	-1
0.86	-1
0.87	-1
0.88	-nan
0.89	-1
0.9	-1
0.91	-1
0.92	-nan
0.93	-nan
0.94	-1
0.95	-1
0.96	-nan
0.97	-1
0.98	-1
0.99	-1
1	-1
1.01	-nan
1.02	-1
1.03	-nan
1.04	-nan
1.05	-1
1.06	-1
1.07	-1
1.08	-nan
1.09	-1
1.1	-1
1.11	-nan
1.12	-nan
1.13	-nan
1.14	-1
1.15	-1
1.16	-1
1.17	-1
1.18	-1
1.19	-1
1.2	-1
1.21	-1
1.22	-nan
1.23	-1
1.24	-nan
1.25	-nan
1.26	-1
1.27	-1
1.28	-nan
1.29	-1
1.3	-1
1.31	-1
1.32	-nan
1.33	-1
1.34	-nan
1.35	-1
1.36	-nan
1.37	-1
1.38	-nan
1.39	-1
1.4	-1
1.41	-1
1.42	-1
1.43	-nan
1.44	-nan
1.45	-nan
1.46	-1
1.47	-nan
1.48	-1
1.49	-1
1.5	-1
1.51	-nan
1.52	-1
1.53	-nan
1.54	-1
1.55	-1
1.56	-1
1.57	-1
1.58	-1
1.59	-nan
1.6	-1
1.61	-1
1.62	-nan
1.63	-1
1.64	-1
1.65	-1
1.66	-nan
1.67	-1
1.68	-nan
1.69	-1
1.7	-1
1.71	-1
1.72	-1
1.73	-1
1.74	-1
1.75	-1
1.76	-nan
1.77	-1
1.78	-1
1.79	-1
1.8	-nan
1.81	-nan
1.82	-1
1.83	-1
1.84	-1
1.85	-1
1.86	-1
1.87	-nan
1.88	-1
1.89	-1
