0.01	1
0.02	1
0.03	-2.2222
0.04	-2.2222
0.05	-0.61111
0.06	-1.0351
0.07	0.19444
0.08	16.651
0.09	18.887
0.1	62.013
0.11	-2.2222
0.12	-2.2222
0.13	1
0.14	-0.61111
0.15	-3.2963
0.16	-2.9658
0.17	-2.9804
0.18	40.817
0.19	7.3398
0.2	51.75
0.21	28.866
0.22	-2.5152
0.23	-1.5535
0.24	-1.2938
0.25	5.0384
0.26	12.558
0.27	17.097
0.28	-1.8739
0.29	-1.2186
0.3	-1.3016
0.31	-1.2095
0.32	-2.065
0.33	-1.9
0.34	-1.6484
0.35	-1.5778
0.36	4.2692
0.37	20.744
0.38	-1.2634
0.39	-1.3016
0.4	31.307
0.41	20.765
0.42	-0.74
0.43	-1.8561
0.44	2.889
0.45	-1.6881
0.46	9.603
0.47	3.4271
0.48	-1.1374
0.49	-1.0087
0.5	-0.84928
0.51	-0.42623
0.52	-1.1032
0.53	-1.7751
0.54	-1.1032
0.55	-1.5047
0.56	10.36
0.57	4.6758
0.58	-0.42623
0.59	3.2695
0.6	8.134
0.61	11.584
0.62	1.8464
0.63	-0.90947
0.64	1.9864
0.65	-0.35673
0.66	5.2186
0.67	2.3221
0.68	-1.3278
0.69	-1.2829
0.7	-0.51905
0.71	-1.5242
0.72	-0.60554
0.73	-1.6945
0.74	-0.55556
0.75	-0.43742
0.76	8.5925
0.77	1.1754
0.78	-1.193
0.79	1.0483
0.8	6.628
0.81	6.8041
0.82	-0.84127
0.83	-1.7423
0.84	1.7555
0.85	-0.34763
0.86	4.3766
0.87	-0.55914
0.88	-0.97491
0.89	-1.0931
0.9	-0.46372
0.91	-1.1481
0.92	-1.2222
0.93	-0.71598
0.94	-1.8019
0.95	1.815
0.96	4.6719
0.97	-0.80779
0.98	-1.5052
0.99	1.4679
1	4.2249
1.01	5.9011
1.02	-0.5978
1.03	-1.2515
1.04	-0.96056
1.05	1.2566
1.06	0.5592
1.07	-1.2504
1.08	-0.74436
1.09	-1.7963
1.1	-0.32033
1.11	-2.175
1.12	-0.91894
1.13	-1.6297
1.14	-1.1422
1.15	0.40864
1.16	2.0575
1.17	-1.0402
1.18	-1.1835
1.19	0.65127
1.2	1.6938
1.21	1.2129
1.22	-1.1108
1.23	-1.0492
1.24	-0.50162
1.25	0.65818
1.26	-0.31245
1.27	-1.2254
1.28	-1.485
1.29	-0.87702
1.3	-0.6735
1.31	-0.77456
1.32	-1.503
1.33	-0.11538
1.34	-0.8239
1.35	1.5073
1.36	-0.77512
1.37	-1.3404
1.38	-0.88434
1.39	0.87823
1.4	-0.67751
1.41	-0.42899
1.42	-1.4439
1.43	-0.75359
1.44	-0.41667
1.45	-1.923
1.46	-0.7737
1.47	-1.1529
1.48	-0.9061
1.49	-0.89881
1.5	-0.22303
1.51	-0.81766
1.52	-0.63623
1.53	-1.5086
1.54	-1.0767
1.55	-0.42469
1.56	0.050801
1.57	-0.067233
1.58	-1.2961
1.59	0.94777
1.6	-0.93333
1.61	-0.6186
1.62	-0.99509
1.63	-0.8696
1.64	-0.65465
1.65	-1.3599
1.66	-0.48418
1.67	-0.79428
1.68	-0.69167
1.69	-0.32118
1.7	-0.28621
1.71	-1.8057
1.72	-0.33621
1.73	-0.9061
1.74	-0.28889
1.75	-0.22006
1.76	-0.8369
1.77	-0.58904
1.78	-0.70714
1.79	-1.4916
1.8	-0.63052
1.81	-0.94178
1.82	-1.1835
1.83	-1.0174
1.84	-1.0158
1.85	-1.2013
1.86	-1.0351
1.87	-0.43505
1.88	-1.1769
1.89	-1.5323
