0.01	-1
0.02	-1
0.03	-1
0.04	-1
0.05	0.50471
0.06	-0.21211
0.07	0.29896
0.08	2.4558
0.09	-0.44946
0.1	6.8426
0.11	0.72238
0.12	-1
0.13	-0.57069
0.14	-0.81092
0.15	-0.59842
0.16	0.090861
0.17	-0.87763
0.18	6.5767
0.19	1.2144
0.2	8.3417
0.21	3.371
0.22	-0.58735
0.23	-0.43483
0.24	-0.11709
0.25	0.37756
0.26	1.1239
0.27	2.6952
0.28	0.917
0.29	-0.075104
0.3	-0.66951
0.31	0.8361
0.32	-0.10995
0.33	-0.12289
0.34	0.46399
0.35	1.5965
0.36	5.4798
0.37	2.0553
0.38	-0.19721
0.39	0.42464
0.4	1.6616
0.41	2.4906
0.42	-0.0046051
0.43	-0.67952
0.44	0.9384
0.45	0.50224
0.46	1.5715
0.47	0.60129
0.48	-0.59634
0.49	-0.61584
0.5	0.030607
0.51	-0.17289
0.52	0.10798
0.53	3.366
0.54	3.4094
0.55	1.0619
0.56	1.274
0.57	0.38781
0.58	-0.60153
0.59	0.28411
0.6	1.0144
0.61	0.6052
0.62	0.68022
0.63	0.7391
0.64	-0.0399
0.65	-0.12814
0.66	-0.010184
0.67	0.17716
0.68	0.11512
0.69	-0.58906
0.7	0.36938
0.71	2.4836
0.72	1.5275
0.73	1.7241
0.74	-0.56624
0.75	0.01609
0.76	0.92308
0.77	-0.090426
0.78	0.024054
0.79	0.35019
0.8	0.038264
0.81	0.72185
0.82	-0.44463
0.83	-0.17435
0.84	-0.40286
0.85	-0.074319
0.86	0.28813
0.87	0.86918
0.88	0.85206
0.89	0.65177
0.9	0.38967
0.91	-0.10231
0.92	0.54752
0.93	0.41191
0.94	-0.24669
0.95	0.3589
0.96	0.62028
0.97	-0.44294
0.98	0.23045
0.99	-0.13202
1	-0.082647
1.01	-0.32566
1.02	-0.27335
1.03	0.42845
1.04	-0.096489
1.05	0.28623
1.06	1.4327
1.07	0.5718
1.08	-0.093519
1.09	-0.28722
1.1	-0.39931
1.11	0.032722
1.12	0.53112
1.13	0.096247
1.14	-0.36414
1.15	-0.042138
1.16	0.1865
1.17	-0.17086
1.18	-0.2894
1.19	-0.29048
1.2	-0.44907
1.21	-0.033099
1.22	0.49947
1.23	0.56795
1.24	-0.04066
1.25	0.091167
1.26	0.21089
1.27	-0.13871
1.28	-0.39784
1.29	-0.74704
1.3	0.34179
1.31	0.36406
1.32	0.12113
1.33	-0.28113
1.34	-0.4434
1.35	-0.56861
1.36	0.14386
1.37	-0.0059786
1.38	-0.35113
1.39	0.35732
1.4	0.19517
1.41	0.36239
1.42	-0.54607
1.43	0.054201
1.44	-0.13248
1.45	-0.25783
1.46	-0.15758
1.47	0.14951
1.48	-0.0020548
1.49	0.13231
1.5	0.01781
1.51	-0.037882
1.52	-0.10365
1.53	-0.53264
1.54	-0.36358
1.55	-0.3143
1.56	-0.0016276
1.57	1.8425
1.58	0.02296
1.59	-0.33032
1.6	-0.47113
1.61	-0.38102
1.62	-0.49101
1.63	-0.0026286
1.64	0.0071518
1.65	-0.11258
1.66	0.11778
1.67	0.30755
1.68	-0.42277
1.69	-0.12372
1.7	-0.00019964
1.71	-0.43948
1.72	-0.39824
1.73	0.042558
1.74	0.25126
1.75	0.64597
1.76	-0.1564
1.77	-0.042818
1.78	-0.082869
1.79	-0.5231
1.8	-0.28418
1.81	-0.3265
1.82	-0.096132
1.83	0.31848
1.84	0.31886
1.85	-0.49895
1.86	-0.47382
1.87	-0.19555
1.88	0.051652
1.89	-0.053437
