0.16525	0.85011	0.5
0.075479	0.86273	0.5
0.27474	0.89863	0.34202
0.1793	0.92243	0.34202
0.89254	0.4162	0.17365
0.3848	0.90652	0.17365
0.28793	0.94178	0.17365
0.94552	0.32557	6.1232e-17
0.90631	0.42262	6.1232e-17
0.48481	0.87462	6.1232e-17
0.39073	0.9205	6.1232e-17
-0.12187	0.99255	6.1232e-17
0.95957	0.22153	-0.17365
0.93115	0.32062	-0.17365
0.84415	0.50721	-0.17365
0.56486	0.80671	-0.17365
0.47744	0.86133	-0.17365
-0.017187	0.98466	-0.17365
-0.12002	0.97747	-0.17365
0.85165	0.39713	-0.34202
0.61649	0.7092	-0.34202
0.53899	0.76975	-0.34202
0.0819	0.93612	-0.34202
-0.0164	0.93955	-0.34202
0.63337	0.59063	-0.5
0.56816	0.6536	-0.5
0.61179	0.46102	-0.64279
0.56025	0.52244	-0.64279
