nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan -9.161903177380585817e+01 -9.155609471648847375e+01 -9.197977624623059967e+01 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan -9.118030791924741152e+01 -8.909383767371748775e+01 -8.718739825057529913e+01 -8.591045883088241908e+01 -8.522673778711342152e+01 -8.512780299400472472e+01 -8.562423341273759547e+01 -8.672029024951467591e+01 -8.845175453391264853e+01 -8.968186346192040048e+01 -9.100509196680789614e+01 nan nan nan nan -9.121922693091266865e+01 -9.002528448341359990e+01 -8.946143084524905476e+01 -8.959076680624242783e+01 -9.038660891159301514e+01 -9.185727149827252447e+01 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan -9.143968135663266139e+01 -8.835635830260068246e+01 -8.586078821848026621e+01 -8.392570185798953730e+01 -8.224787710214687309e+01 -8.129362918968871554e+01 -8.113412584103242864e+01 -8.180098924142174610e+01 -8.328049958542528941e+01 -8.514616729436902176e+01 -8.606218207232234363e+01 -8.786495057059784131e+01 -9.041680500277121268e+01 nan nan -9.061633310821824239e+01 -8.805880757565010697e+01 -8.635185829515667422e+01 -8.555774490754865269e+01 -8.572756554606208113e+01 -8.687605084210170503e+01 -8.893498923851801408e+01 -9.171302453217947459e+01 nan nan nan nan nan nan nan nan nan nan nan nan nan nan
nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan -9.076076498927244529e+01 -8.710616912197259865e+01 -8.415319978345000607e+01 -8.205519175740985816e+01 -8.019679436357520785e+01 -7.907963803379382739e+01 -7.888382002063700327e+01 -7.964649078256869075e+01 -8.138371567830671438e+01 -8.308847220832440428e+01 -8.412061630947746949e+01 -8.621298520980987234e+01 -8.930037482500439694e+01 nan nan -8.946676671016419391e+01 -8.640371786665784271e+01 -8.438439069442934226e+01 -8.347315057861001719e+01 -8.365717152318360661e+01 -8.497450160125522700e+01 -8.740500617858896248e+01 -9.080850052078589840e+01 nan nan nan nan nan nan nan nan nan nan nan nan nan nan
nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan -9.061724480337154830e+01 -8.692536668929643895e+01 -8.397235635461893821e+01 -8.187977299493157091e+01 -8.001968497777080813e+01 -7.891084382457144386e+01 -7.871396238897789033e+01 -7.946516287684369217e+01 -8.118358657586122717e+01 -8.311953418283987105e+01 -8.412604803739426984e+01 -8.615764387584233930e+01 -8.917388452299051949e+01 nan nan -8.936529753566486534e+01 -8.637814671070628947e+01 -8.441009981110920535e+01 -8.352265458804474463e+01 -8.369402775215530710e+01 -8.496618003613926362e+01 -8.732144625906121860e+01 -9.066521208071162619e+01 nan nan nan nan nan nan nan nan nan nan nan nan nan nan
nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan -9.111955474593968063e+01 -8.786025877478050461e+01 -8.528683116302138956e+01 -8.332894049753946319e+01 -8.162256078923354607e+01 -8.066889224352350141e+01 -8.050475706946737375e+01 -8.115386098225938838e+01 -8.262489336656680905e+01 -8.492299540706912353e+01 -8.593727853379003534e+01 -8.764106870723040288e+01 -9.016875407225927574e+01 nan nan -9.042085450984576767e+01 -8.790046074828961764e+01 -8.627888279383505221e+01 -8.553750156824942508e+01 -8.567181177295935868e+01 -8.672386047036955858e+01 -8.867649070412448964e+01 -9.149453634000649060e+01 nan nan nan nan nan nan nan nan nan nan nan nan nan nan
nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan -9.060106729905112388e+01 -8.832088765241640260e+01 -8.638574464432107902e+01 -8.494125428626931296e+01 -8.416739609303597547e+01 -8.404814084991672019e+01 -8.458848830524190987e+01 -8.581188147000332833e+01 -8.778527035785316457e+01 -8.953701909921592517e+01 -9.097181427450030355e+01 nan nan nan nan -9.121902641807598400e+01 -8.992968111261789943e+01 -8.933129429450698922e+01 -8.943881314947338979e+01 -9.027876733031257572e+01 -9.189553527269710287e+01 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan -9.146566632532334040e+01 -9.076976729217732043e+01 -9.068535952453329685e+01 -9.120400493247393570e+01 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
